ad_name,status,spent_total,impressions,clicks,ecpc,listens_started,audio_added,audio_added_price,audio_shared,playlist_added,playlist_added_price,playlist_shared,view_start,view_25,view_50,view_75,view_100,campaign_id,ad_id,group_id
A_0211,deleted,172.41,431,2,4.88,3,1,16.72,1,1,2.28,0,13,5,1,0,0,C_0211,A_0211,G_0211
A_0212,deleted,30.84,82,2,2.86,0,7,34.18,10,1,91.37,0,0,3,1,0,7,C_0212,A_0212,G_0212
A_0213,deleted,22.41,120,0,0.85,0,1,17.6,7,144,655.25,0,1,2,1,0,0,C_0213,A_0213,G_0213
A_0214,deleted,551.31,5027,13,1.53,16,7,31.14,12,2,157.71,0,707,512,111,13,103,C_0214,A_0214,G_0214
A_0215,deleted,0.0,0,0,2.26,0,1,2.52,4,1,11.56,0,0,1,1,0,0,C_0215,A_0215,G_0215
A_0216,deleted,4911.98,31494,201,11.6,108,37,110.56,3,187,902.22,0,1411,799,1381,18,52,C_0216,A_0216,G_0216
A_0217,deleted,452.96,2175,1,4.1,0,1,9.0,3,60,306.39,0,1291,262,46,2,33,C_0217,A_0217,G_0217
A_0218,deleted,2790.84,16500,120,11.86,87,36,56.23,8,19,299.2,0,5117,2416,1083,136,524,C_0218,A_0218,G_0218
A_0219,deleted,15.18,52,0,0.71,0,93,49.79,17,1,21.61,0,0,7,47,3,53,C_0219,A_0219,G_0219
A_0220,blocked,2.48,8,0,1.52,0,1,0.4,1,1,86.69,0,0,13,4,0,5,C_0220,A_0220,G_0220
A_0221,blocked,900.47,4152,5,5.28,4,35,78.65,1,1,5.88,0,358,48,14,3,55,C_0221,A_0221,G_0221
A_0222,blocked,0.22,0,0,3.19,0,1,0.73,0,1,29.97,0,4,8,1,0,19,C_0222,A_0222,G_0222
A_0223,blocked,615.61,3136,7,5.95,0,1,5.53,1,1,94.8,0,856,125,132,11,10,C_0223,A_0223,G_0223
A_0224,deleted,446.81,2324,205,13.06,553,108,103.97,39,22,171.56,0,1670,2489,3447,114,468,C_0224,A_0224,G_0224
A_0225,deleted,48.38,88,48,8.38,145,1,23.92,4,1,17.15,0,32,194,39,1,17,C_0225,A_0225,G_0225
A_0226,blocked,2607.01,11215,56,10.3,125,22,50.54,32,1,14.75,0,2502,840,219,23,81,C_0226,A_0226,G_0226
A_0227,deleted,667.92,3453,14,7.99,19,1,7.14,6,1,13.52,0,2004,812,616,19,167,C_0227,A_0227,G_0227
A_0228,deleted,16.2,90,1,1.22,1,16,138.95,11,1,65.64,0,47,577,382,19,489,C_0228,A_0228,G_0228
A_0229,deleted,1.69,2,0,5.4,0,1,44.47,1,4,185.14,0,4,12,1,0,1,C_0229,A_0229,G_0229
A_0230,deleted,1681.83,8566,29,9.25,6,1,15.66,21,1,9.88,0,1717,863,34,3,20,C_0230,A_0230,G_0230
A_0231,deleted,8.0,12,1,4.19,13,1,0.53,3,1,34.24,0,185,143,93,2,5,C_0231,A_0231,G_0231
A_0232,deleted,0.64,2,2,4.95,1,6,60.3,1,1,9.46,0,1,257,221,3,113,C_0232,A_0232,G_0232
A_0233,blocked,145.91,913,28,6.78,9,2,43.7,4,142,340.96,0,41,7,1,0,1,C_0233,A_0233,G_0233
A_0234,deleted,320.85,1558,50,8.16,75,12,39.55,7,142,667.17,0,28,859,128,2,79,C_0234,A_0234,G_0234
A_0235,deleted,143.34,1261,0,2.5,0,1,8.9,1,1,41.25,0,11,27,2,0,19,C_0235,A_0235,G_0235
A_0236,blocked,81.03,444,177,5.81,549,293,98.98,28,1,1.68,0,94,172,422,49,334,C_0236,A_0236,G_0236
A_0237,blocked,67.28,161,1,6.67,0,1,6.45,0,1,34.75,0,4,3,3,0,0,C_0237,A_0237,G_0237
A_0238,deleted,470.38,2061,47,9.69,176,18,80.6,11,10,392.44,0,210,418,34,3,137,C_0238,A_0238,G_0238
A_0239,deleted,175.86,1834,49,7.88,434,1,32.06,5,7,471.86,0,473,495,326,11,86,C_0239,A_0239,G_0239
A_0240,blocked,3243.23,21607,170,10.9,68,39,136.01,11,77,546.34,0,1115,2748,2929,85,359,C_0240,A_0240,G_0240
A_0241,deleted,11.38,39,0,5.43,1,1,25.15,0,1,4.86,0,2,10,11,1,7,C_0241,A_0241,G_0241
A_0242,deleted,1.76,1,1,4.03,13,1,1.88,2,1,17.7,0,86,21,1,0,0,C_0242,A_0242,G_0242
A_0243,blocked,492.52,2296,15,5.07,30,5,27.44,1,27,428.04,0,35,70,10,0,13,C_0243,A_0243,G_0243
A_0244,blocked,0.0,0,1,4.75,0,1,0.23,0,1,161.63,0,0,1,1,0,0,C_0244,A_0244,G_0244
A_0245,deleted,0.02,0,1,3.51,0,2,27.16,0,426,960.13,0,0,50,29,1,33,C_0245,A_0245,G_0245
A_0246,deleted,782.53,3884,158,14.82,169,599,259.5,15,6,105.34,0,952,1749,1217,41,472,C_0246,A_0246,G_0246
A_0247,deleted,68.99,308,1,7.61,1,1,11.0,0,7,157.01,0,1017,1596,312,3,135,C_0247,A_0247,G_0247
A_0248,deleted,8784.3,46261,333,16.43,1253,7,77.76,2,126,572.05,0,379,226,99,6,42,C_0248,A_0248,G_0248
A_0249,deleted,3854.61,18309,560,20.67,1681,88,113.63,16,218,1131.91,0,4062,8773,10423,489,1743,C_0249,A_0249,G_0249
A_0250,deleted,9.69,27,1,2.97,0,1,40.27,1,1,15.53,0,0,48,302,8,134,C_0250,A_0250,G_0250
A_0251,deleted,2.01,8,0,1.47,0,2,76.13,4,1,117.89,0,9,4,2,0,1,C_0251,A_0251,G_0251
A_0252,deleted,6713.33,41257,329,13.33,822,53,61.98,25,12,232.88,0,7917,3289,1232,60,146,C_0252,A_0252,G_0252
A_0253,deleted,23.59,97,1,2.14,0,2,10.17,5,11,230.46,0,69,62,197,0,0,C_0253,A_0253,G_0253
A_0254,deleted,0.0,0,0,1.12,0,1,15.21,1,1,43.15,0,0,1,1,0,0,C_0254,A_0254,G_0254
A_0255,blocked,11.36,52,0,1.87,0,1,11.47,1,940,1468.83,0,0,3,1,0,0,C_0255,A_0255,G_0255
A_0256,deleted,866.0,3963,177,10.17,576,436,219.67,23,116,727.19,0,433,1233,5081,198,1838,C_0256,A_0256,G_0256
A_0257,deleted,386.23,1655,0,4.93,2,1,15.06,0,1,0.04,0,8,20,5,0,6,C_0257,A_0257,G_0257
A_0258,deleted,115.6,385,1,3.88,1,3,45.62,7,24,347.12,0,945,69,44,1,56,C_0258,A_0258,G_0258
A_0259,deleted,34.88,166,19,8.23,9,20,42.35,15,1,74.44,0,6,114,349,37,114,C_0259,A_0259,G_0259
A_0260,deleted,33.94,164,0,3.59,1,1,8.56,0,8,140.71,0,0,10,8,0,0,C_0260,A_0260,G_0260
A_0261,deleted,27.6,65,1,1.8,0,1,13.75,0,21,228.7,0,0,4,11,1,4,C_0261,A_0261,G_0261
A_0262,deleted,0.01,0,0,4.1,0,1,0.76,0,48,231.74,0,0,1,1,0,0,C_0262,A_0262,G_0262
A_0263,deleted,1567.8,10196,236,6.65,452,190,139.95,32,23,267.84,0,3379,2772,3110,170,344,C_0263,A_0263,G_0263
A_0264,deleted,1.98,12,0,3.02,0,1,5.04,1,1,6.94,0,1,12,8,0,4,C_0264,A_0264,G_0264
A_0265,deleted,126.83,339,2,8.99,2,11,52.34,1,1,5.1,0,103,225,312,3,5,C_0265,A_0265,G_0265
A_0266,deleted,25.39,31,15,11.17,4,1,23.65,0,51,499.21,0,74,512,74,0,15,C_0266,A_0266,G_0266
A_0267,blocked,1233.98,5067,95,10.55,401,5,35.58,2,93,812.13,0,545,471,68,12,36,C_0267,A_0267,G_0267
A_0268,blocked,411.31,2778,3,3.45,0,7,50.85,0,1,67.29,0,483,219,41,3,223,C_0268,A_0268,G_0268
A_0269,deleted,24.77,50,26,10.42,137,1,50.71,1,2,107.03,0,0,200,204,0,15,C_0269,A_0269,G_0269
A_0270,deleted,24.84,77,1,3.1,4,1,22.68,8,28,142.49,0,0,9,3,0,0,C_0270,A_0270,G_0270
A_0271,active,19.79,75,14,10.15,26,5,96.24,1,33,205.75,0,249,407,660,18,18,C_0271,A_0271,G_0271
A_0272,blocked,684.39,5096,80,8.09,25,20,84.99,2,1,2.97,0,900,942,462,26,379,C_0272,A_0272,G_0272
A_0273,blocked,122.42,813,43,8.82,13,8,39.67,5,11,369.4,0,2050,1297,561,16,209,C_0273,A_0273,G_0273
A_0274,blocked,4766.22,24861,241,18.09,585,63,45.35,21,1,52.58,0,1163,834,1544,103,596,C_0274,A_0274,G_0274
A_0275,deleted,212.09,1106,113,14.03,361,31,185.8,3,1,365.23,0,3035,3663,3990,35,368,C_0275,A_0275,G_0275
A_0276,deleted,1860.23,9619,3,3.57,0,109,181.02,1,1,39.96,0,900,2153,1929,153,760,C_0276,A_0276,G_0276
A_0277,deleted,414.3,1756,10,3.93,13,6,85.37,5,41,314.54,0,260,37,54,5,126,C_0277,A_0277,G_0277
A_0278,deleted,198.29,1595,57,7.27,140,6,19.88,6,1,8.1,0,25,112,141,6,25,C_0278,A_0278,G_0278
A_0279,blocked,6.07,35,1,1.06,2,99,85.01,8,1,137.66,0,1,91,25,0,37,C_0279,A_0279,G_0279
A_0280,deleted,122.3,458,6,7.37,16,1,51.82,1,2,177.41,0,3,160,79,9,77,C_0280,A_0280,G_0280
A_0281,deleted,0.05,0,0,1.53,0,1,15.79,6,10,316.0,0,0,8,13,0,2,C_0281,A_0281,G_0281
A_0282,blocked,730.83,3612,25,6.19,45,78,60.14,4,219,824.6,0,7,283,53,6,211,C_0282,A_0282,G_0282
A_0283,deleted,2.96,5,1,4.39,0,1,19.82,1,111,688.28,0,0,15,2,0,2,C_0283,A_0283,G_0283
A_0284,blocked,7.87,7,74,12.59,200,1,41.57,14,4,423.45,0,3,83,89,16,51,C_0284,A_0284,G_0284
A_0285,deleted,14.14,52,13,2.36,28,2,12.37,17,54,508.96,0,0,5,2,3,14,C_0285,A_0285,G_0285
A_0286,deleted,58.05,165,114,8.96,119,12,79.41,7,1,98.82,0,158,569,1192,7,107,C_0286,A_0286,G_0286
A_0287,blocked,0.01,0,0,1.46,0,7,81.1,4,1,41.79,0,76,123,201,4,77,C_0287,A_0287,G_0287
A_0288,deleted,103.94,562,7,7.24,2,1,18.97,0,15,235.18,0,1,56,15,0,73,C_0288,A_0288,G_0288
A_0289,deleted,2625.5,12050,293,17.63,290,44,91.4,11,380,1174.13,0,2443,1607,968,31,469,C_0289,A_0289,G_0289
A_0290,deleted,0.51,1,0,3.78,2,1,56.58,0,1,20.44,0,0,6,1,0,0,C_0290,A_0290,G_0290
A_0291,deleted,0.01,0,0,1.18,0,1,1.52,1,15,95.81,0,0,1,1,0,0,C_0291,A_0291,G_0291
A_0292,blocked,108.82,296,4,5.15,13,1,26.22,0,64,357.75,0,256,205,114,0,169,C_0292,A_0292,G_0292
A_0293,deleted,25.69,178,48,6.52,173,30,78.63,8,1,11.34,0,0,20,1,0,0,C_0293,A_0293,G_0293
A_0294,deleted,371.44,3094,4,6.32,3,1,29.62,12,1,5.64,0,303,74,16,7,5,C_0294,A_0294,G_0294
A_0295,blocked,67.77,356,0,1.33,0,1,18.95,5,2,133.05,0,0,1,1,0,0,C_0295,A_0295,G_0295
A_0296,deleted,3533.45,23712,147,10.25,642,50,39.96,15,46,292.01,0,40,65,16,0,5,C_0296,A_0296,G_0296
A_0297,deleted,307.22,1307,60,12.24,49,3,123.74,4,1,114.96,0,98,427,631,3,65,C_0297,A_0297,G_0297
A_0298,deleted,12.78,46,0,6.5,0,1,17.07,6,1,117.39,0,4,5,2,0,0,C_0298,A_0298,G_0298
A_0299,deleted,0.01,0,0,0.94,0,1,8.61,1,69,201.97,0,0,1,1,0,0,C_0299,A_0299,G_0299
A_0300,deleted,392.46,1796,43,9.24,58,208,149.18,4,138,455.97,0,380,3293,1619,69,963,C_0300,A_0300,G_0300
A_0301,blocked,286.39,944,16,6.77,34,3,25.12,4,1,108.04,0,317,373,255,50,380,C_0301,A_0301,G_0301
A_0302,blocked,7.7,26,6,5.85,3,1,2.53,2,1,19.1,0,0,6,1,0,0,C_0302,A_0302,G_0302
A_0303,deleted,349.39,1765,94,12.09,289,68,134.7,21,1,421.9,0,174,112,97,3,162,C_0303,A_0303,G_0303
A_0304,blocked,246.47,1127,0,4.12,0,9,61.5,5,1,47.34,0,31,829,180,7,25,C_0304,A_0304,G_0304
A_0305,deleted,1376.59,7317,20,2.9,12,1,3.14,4,4,72.43,0,95,140,8,0,0,C_0305,A_0305,G_0305
A_0306,deleted,360.33,2187,1,2.84,1,1,5.61,9,1,59.1,0,1,39,96,7,19,C_0306,A_0306,G_0306
A_0307,deleted,1148.06,5956,115,12.14,506,2,94.12,0,69,582.55,0,3224,2897,850,47,365,C_0307,A_0307,G_0307
A_0308,deleted,2.15,2,0,2.81,0,1,3.71,1,1,0.34,0,0,1,1,0,0,C_0308,A_0308,G_0308
A_0309,deleted,105.67,642,0,2.58,0,1,36.08,6,61,961.13,0,0,1,1,0,0,C_0309,A_0309,G_0309
A_0310,blocked,2963.32,15414,440,13.33,891,252,163.59,19,34,385.89,0,1291,1156,978,11,183,C_0310,A_0310,G_0310
A_0311,blocked,5.35,13,0,3.7,0,1,0.51,1,7,119.22,0,0,1,1,0,0,C_0311,A_0311,G_0311
A_0312,deleted,527.51,4315,106,10.75,432,1,16.92,1,24,178.0,0,64,74,53,0,93,C_0312,A_0312,G_0312
A_0313,blocked,1613.78,8936,311,22.13,492,124,163.98,1,1,15.54,0,4560,6809,6842,188,452,C_0313,A_0313,G_0313
A_0314,deleted,25.21,147,2,9.17,2,1,19.65,0,3,119.63,0,27,344,536,8,142,C_0314,A_0314,G_0314
A_0315,deleted,2627.28,13409,439,13.43,1229,108,122.21,15,1,94.96,0,1573,4371,6327,189,1272,C_0315,A_0315,G_0315
A_0316,deleted,12.5,39,0,4.06,0,2,9.4,13,1,8.6,0,4,3,1,0,0,C_0316,A_0316,G_0316
A_0317,deleted,88.14,437,3,4.06,7,11,27.4,4,1,3.84,0,21,224,195,30,69,C_0317,A_0317,G_0317
A_0318,deleted,486.61,2514,26,5.67,42,1,1.71,11,1,11.78,0,390,323,542,7,67,C_0318,A_0318,G_0318
A_0319,deleted,29.12,156,3,4.61,7,12,102.47,9,230,951.02,0,2,48,3,1,18,C_0319,A_0319,G_0319
A_0320,deleted,1.37,3,0,4.15,0,1,60.12,0,88,654.5,0,0,8,22,6,12,C_0320,A_0320,G_0320
A_0321,deleted,0.13,1,5,2.46,9,1,22.74,3,1,320.56,0,0,145,15,1,0,C_0321,A_0321,G_0321
A_0322,deleted,3674.69,16359,87,9.62,127,228,170.17,20,2,179.53,0,944,1224,365,13,68,C_0322,A_0322,G_0322
A_0323,deleted,611.82,2589,157,19.28,129,1,12.72,11,13,427.04,0,118,114,17,4,19,C_0323,A_0323,G_0323
A_0324,deleted,2974.51,17298,220,12.46,933,219,192.71,27,121,761.33,0,388,1136,835,19,108,C_0324,A_0324,G_0324
A_0325,blocked,0.05,0,0,7.38,0,1,26.98,0,1,81.73,0,0,1,1,0,0,C_0325,A_0325,G_0325
A_0326,deleted,38.07,120,28,4.55,14,32,69.47,11,1,42.38,0,1637,1009,839,13,325,C_0326,A_0326,G_0326
A_0327,deleted,2733.31,15692,206,13.7,273,51,159.84,8,1,42.62,0,1566,1495,860,7,17,C_0327,A_0327,G_0327
A_0328,deleted,1.73,9,0,0.65,0,1,10.93,1,382,1008.75,0,0,4,1,0,1,C_0328,A_0328,G_0328
A_0329,blocked,0.01,0,0,0.3,0,1,26.37,3,4,78.54,0,1,2,1,0,0,C_0329,A_0329,G_0329
A_0330,deleted,1372.31,5108,168,12.24,285,69,67.93,18,23,382.01,0,1,52,94,8,160,C_0330,A_0330,G_0330
A_0331,active,391.7,2272,65,9.17,199,1,24.39,3,427,691.5,0,2523,969,338,50,42,C_0331,A_0331,G_0331
A_0332,deleted,81.98,462,2,11.63,0,1,42.03,0,1,37.2,0,0,1,2,0,0,C_0332,A_0332,G_0332
A_0333,deleted,402.12,2153,116,11.54,273,25,72.56,1,1,88.74,0,980,1001,694,7,22,C_0333,A_0333,G_0333
A_0334,deleted,279.84,1300,396,9.54,974,162,165.18,11,113,652.05,0,928,3008,1393,59,236,C_0334,A_0334,G_0334
A_0335,blocked,1322.15,7928,1,3.92,0,4,63.47,1,2,47.59,0,297,107,47,1,4,C_0335,A_0335,G_0335
A_0336,deleted,11.43,24,18,6.93,14,58,151.31,9,128,1004.0,0,90,92,13,2,83,C_0336,A_0336,G_0336
A_0337,deleted,193.31,656,13,7.41,5,6,49.67,1,9,280.62,0,0,8,1,0,3,C_0337,A_0337,G_0337
A_0338,blocked,54.39,405,11,6.02,20,1,13.65,1,11,241.21,0,15,17,10,0,8,C_0338,A_0338,G_0338
A_0339,deleted,132.67,743,21,3.19,7,7,14.75,8,1,26.99,0,517,1497,649,35,425,C_0339,A_0339,G_0339
A_0340,deleted,7350.98,43485,413,14.77,1183,413,221.51,24,188,900.98,0,3152,1767,974,80,402,C_0340,A_0340,G_0340
A_0341,deleted,0.0,0,0,0.76,0,1,3.8,0,1,39.6,0,0,1,1,0,0,C_0341,A_0341,G_0341
A_0342,deleted,1819.42,9155,4,2.87,8,1,17.93,11,5,321.45,0,15,13,1,0,0,C_0342,A_0342,G_0342
A_0343,deleted,3.92,8,0,8.0,10,1,165.52,0,1,4.86,0,0,32,2,0,2,C_0343,A_0343,G_0343
A_0344,deleted,2029.09,11038,7,4.12,1,1,0.11,4,220,814.17,0,140,12,5,1,0,C_0344,A_0344,G_0344
A_0345,deleted,1260.44,3750,69,11.21,87,3,6.61,9,1,15.35,0,289,158,29,5,124,C_0345,A_0345,G_0345
A_0346,deleted,0.09,0,0,5.53,0,1,121.6,0,36,377.71,0,0,39,76,1,24,C_0346,A_0346,G_0346
A_0347,blocked,0.2,1,0,1.86,0,1,2.96,9,4,160.73,0,0,2,1,0,0,C_0347,A_0347,G_0347
A_0348,deleted,2.16,7,1,3.9,1,1,5.69,0,5,114.78,0,19,147,4,0,0,C_0348,A_0348,G_0348
A_0349,deleted,52.38,168,0,3.29,0,1,31.89,1,181,851.46,0,2,1,1,0,0,C_0349,A_0349,G_0349
A_0350,deleted,1.66,11,1,5.07,0,1,5.3,0,1,39.09,0,0,1,1,0,0,C_0350,A_0350,G_0350
A_0351,deleted,178.43,748,10,3.82,32,1,3.54,3,1,5.71,0,81,78,95,7,47,C_0351,A_0351,G_0351
A_0352,blocked,1.97,5,0,2.51,0,3,46.41,2,2,91.4,0,0,57,1,0,0,C_0352,A_0352,G_0352
A_0353,deleted,814.06,5708,57,17.9,572,1,0.37,2,1,152.49,0,658,126,16,0,1,C_0353,A_0353,G_0353
A_0354,deleted,0.23,1,0,4.08,0,1,0.22,0,166,764.94,0,2,1,1,0,0,C_0354,A_0354,G_0354
A_0355,blocked,0.27,0,0,1.25,0,1,2.07,14,14,278.0,0,0,63,345,6,69,C_0355,A_0355,G_0355
A_0356,deleted,4169.45,22702,703,29.72,2610,195,323.48,18,3,76.77,0,565,2808,1141,47,665,C_0356,A_0356,G_0356
A_0357,deleted,9.74,36,15,8.25,11,2,32.3,1,40,218.6,0,2,83,21,6,20,C_0357,A_0357,G_0357
A_0358,deleted,0.0,0,0,0.58,0,1,1.21,0,1,42.4,0,0,1,1,0,0,C_0358,A_0358,G_0358
A_0359,deleted,6381.05,34536,315,17.67,211,28,148.39,17,7,171.82,0,13512,2632,185,27,104,C_0359,A_0359,G_0359
A_0360,blocked,0.21,1,2,6.43,0,1,21.29,1,1,55.05,0,0,6,2,0,0,C_0360,A_0360,G_0360
A_0361,deleted,12.34,55,17,7.53,10,1,17.78,1,599,1322.85,0,20,146,229,3,52,C_0361,A_0361,G_0361
A_0362,blocked,5515.32,29645,341,17.4,1253,138,168.54,3,22,312.73,0,1133,1478,1692,27,665,C_0362,A_0362,G_0362
A_0363,deleted,75.43,258,33,7.76,31,10,142.29,1,1,166.57,4,246,20,4,3,3,C_0363,A_0363,G_0363
A_0364,active,1670.59,7433,70,17.2,57,25,87.0,3,1,13.49,0,3035,3129,2102,90,234,C_0364,A_0364,G_0364
A_0365,deleted,4.01,13,0,0.54,0,1,0.09,10,1,1.25,0,5,3,1,0,0,C_0365,A_0365,G_0365
A_0366,blocked,159.05,1060,10,5.56,4,1,5.74,7,1,1.84,0,191,265,228,3,18,C_0366,A_0366,G_0366
A_0367,blocked,26.56,43,22,7.25,31,10,77.56,7,1,20.5,0,113,80,12,2,9,C_0367,A_0367,G_0367
A_0368,deleted,142.26,569,40,4.19,169,6,3.6,17,2,344.4,0,4,125,28,3,28,C_0368,A_0368,G_0368
A_0369,deleted,1200.34,7264,139,8.79,137,6,64.86,5,515,965.43,0,2472,2183,2882,67,426,C_0369,A_0369,G_0369
A_0370,deleted,13.92,73,7,8.86,2,1,35.28,1,3,215.52,0,0,164,195,3,18,C_0370,A_0370,G_0370
A_0371,deleted,0.73,3,0,0.8,0,1,3.93,7,1,67.95,0,0,3,1,0,0,C_0371,A_0371,G_0371
A_0372,deleted,4005.39,24917,124,8.15,136,18,46.2,36,1,2.03,0,12953,3791,2731,109,211,C_0372,A_0372,G_0372
A_0373,blocked,1.36,4,0,5.49,0,1,2.68,1,1,125.18,0,0,2,1,0,1,C_0373,A_0373,G_0373
A_0374,blocked,449.59,1622,9,8.98,5,1,9.56,15,8,313.9,0,60,73,10,1,2,C_0374,A_0374,G_0374
A_0375,deleted,37.21,135,12,8.73,2,1,34.88,8,178,623.63,0,0,2,1,0,0,C_0375,A_0375,G_0375
A_0376,deleted,989.34,4280,100,14.99,225,8,51.91,1,1,31.43,0,453,392,13,0,3,C_0376,A_0376,G_0376
A_0377,deleted,13.37,74,8,2.43,8,6,41.23,2,14,258.18,0,22,60,22,8,28,C_0377,A_0377,G_0377
A_0378,blocked,2603.88,13314,254,17.68,794,33,181.38,1,3,453.53,0,1291,631,175,3,171,C_0378,A_0378,G_0378
A_0379,deleted,0.92,3,0,3.09,0,1,28.77,1,3,122.96,0,0,1,1,0,0,C_0379,A_0379,G_0379
A_0380,deleted,218.78,1175,10,5.82,26,42,93.99,1,1,11.33,0,18,139,108,13,74,C_0380,A_0380,G_0380
A_0381,deleted,0.07,0,0,0.13,0,1,0.21,2,475,1091.02,0,0,1,1,0,0,C_0381,A_0381,G_0381
A_0382,deleted,2649.84,13315,143,17.3,180,33,87.76,6,8,439.46,0,5866,5062,4943,247,898,C_0382,A_0382,G_0382
A_0383,blocked,0.58,2,0,1.12,0,1,0.9,2,1,0.07,0,0,10,3,0,10,C_0383,A_0383,G_0383
A_0384,blocked,1400.67,6624,222,12.99,356,82,95.9,2,1,17.5,0,3179,1476,1003,38,355,C_0384,A_0384,G_0384
A_0385,deleted,1696.86,9695,99,14.93,580,166,333.37,11,1,6.7,0,2999,2598,1923,80,428,C_0385,A_0385,G_0385
A_0386,deleted,1474.86,7046,92,12.69,64,3,43.91,4,1,326.54,0,258,827,235,20,314,C_0386,A_0386,G_0386
A_0387,deleted,973.67,4921,164,14.29,479,17,87.04,1,1,1.42,0,3755,4816,4106,162,1555,C_0387,A_0387,G_0387
A_0388,deleted,0.23,1,1,3.21,2,1,22.27,6,1,1.31,194,0,1,1,0,0,C_0388,A_0388,G_0388
A_0389,blocked,4534.94,29385,96,11.05,143,31,98.54,1,1,43.87,0,2149,881,2170,56,504,C_0389,A_0389,G_0389
A_0390,blocked,0.52,2,0,1.98,0,1,9.62,0,1,91.22,0,0,1,1,0,0,C_0390,A_0390,G_0390
A_0391,blocked,255.01,1093,48,3.87,40,232,128.05,14,88,326.46,0,2016,2183,3344,103,1158,C_0391,A_0391,G_0391
A_0392,deleted,212.6,528,99,5.47,250,93,154.58,8,11,207.17,0,11,671,95,15,111,C_0392,A_0392,G_0392
A_0393,deleted,4703.29,30190,17,5.86,9,19,28.58,12,1,15.01,0,3,76,141,3,16,C_0393,A_0393,G_0393
A_0394,deleted,159.87,1067,24,5.58,7,13,40.66,3,43,352.32,0,147,582,12,7,70,C_0394,A_0394,G_0394
A_0395,blocked,0.0,0,0,1.51,0,1,0.95,2,1,44.42,0,0,1,2,1,1,C_0395,A_0395,G_0395
A_0396,blocked,175.8,683,3,2.55,38,118,209.69,7,4,213.08,0,16,222,838,22,202,C_0396,A_0396,G_0396
A_0397,deleted,1786.07,7153,307,13.28,1159,544,290.12,15,8,125.67,0,896,1322,325,23,442,C_0397,A_0397,G_0397
A_0398,deleted,507.84,2006,2,6.62,8,2,42.69,3,1,37.24,0,132,405,206,3,4,C_0398,A_0398,G_0398
A_0399,deleted,493.72,2156,74,15.53,158,67,183.87,5,24,223.07,0,8453,1789,2510,78,719,C_0399,A_0399,G_0399
A_0400,active,289.2,1320,42,11.1,106,3,36.91,6,25,428.58,0,699,800,490,8,662,C_0400,A_0400,G_0400
A_0401,deleted,0.0,0,4,2.31,6,54,136.45,1,1,191.83,0,0,3,1,0,0,C_0401,A_0401,G_0401
A_0402,blocked,104.68,805,12,3.04,8,2,24.4,11,1,18.93,0,44,455,979,16,227,C_0402,A_0402,G_0402
A_0403,deleted,502.92,2498,53,10.11,72,126,95.35,5,2,245.31,0,1487,1202,614,42,329,C_0403,A_0403,G_0403
A_0404,blocked,1.24,11,0,2.36,1,2,34.88,2,6,375.3,0,0,80,121,1,16,C_0404,A_0404,G_0404
A_0405,blocked,1465.9,8511,68,9.7,93,78,157.72,6,5,122.33,0,1359,617,144,23,108,C_0405,A_0405,G_0405
A_0406,deleted,1031.0,5973,120,12.88,154,11,28.9,7,6,181.32,0,79,204,55,5,127,C_0406,A_0406,G_0406
A_0407,deleted,6236.26,31785,73,14.19,312,42,153.35,2,2,322.45,0,3348,1282,571,24,133,C_0407,A_0407,G_0407
A_0408,blocked,1580.27,7507,427,17.83,395,7,44.68,13,1,55.64,0,2727,2141,1266,64,582,C_0408,A_0408,G_0408
A_0409,blocked,75.27,339,2,6.73,0,1,19.24,4,1,0.09,0,0,30,3,0,0,C_0409,A_0409,G_0409
A_0410,deleted,2.72,21,0,3.28,0,1,5.79,0,1,62.6,0,0,2,1,0,0,C_0410,A_0410,G_0410
A_0411,deleted,0.19,0,0,1.5,0,4,63.3,0,4,154.26,0,2,71,96,3,0,C_0411,A_0411,G_0411
A_0412,deleted,1159.9,7328,4,2.43,7,2,10.0,4,39,210.03,0,99,256,775,17,67,C_0412,A_0412,G_0412
A_0413,deleted,834.83,4287,51,9.72,12,2,19.68,7,2,147.51,0,3,13,1,0,3,C_0413,A_0413,G_0413
A_0414,active,0.69,2,0,1.18,0,1,0.06,0,1,76.83,0,0,1,1,0,0,C_0414,A_0414,G_0414
A_0415,deleted,1038.27,4663,108,11.52,60,36,119.04,8,30,441.77,0,1277,813,500,35,523,C_0415,A_0415,G_0415
A_0416,deleted,108.31,410,82,9.13,144,1,9.72,14,1,59.21,0,12,235,158,25,74,C_0416,A_0416,G_0416
A_0417,deleted,3.22,31,1,4.79,2,1,18.26,4,1,46.77,0,1700,183,8,1,12,C_0417,A_0417,G_0417
A_0418,deleted,88.0,289,1,4.71,1,1,16.48,4,1,14.33,0,8,151,19,2,35,C_0418,A_0418,G_0418
A_0419,deleted,96.77,368,62,10.66,172,1,33.19,1,1,44.16,0,192,786,288,23,154,C_0419,A_0419,G_0419
A_0420,deleted,84.05,194,137,9.25,116,111,32.41,12,34,115.01,0,731,972,473,7,191,C_0420,A_0420,G_0420
A_0421,blocked,0.25,1,0,3.45,1,2,22.22,7,1,0.96,0,115,263,1350,6,237,C_0421,A_0421,G_0421
A_0422,deleted,60.4,318,2,4.93,0,1,1.61,1,58,416.91,0,7,200,40,2,18,C_0422,A_0422,G_0422
